item_id,condition,eval_prefix,continuation,continuation_sum_logprob,continuation_mean_logprob,model,continuation_sum_surprisal,continuation_mean_surprisal,count,log_count
6,inconceivable,He carried groceries inside,a law.,-22.41794204711914,-7.472647349039714,meta-llama/meta-llama-3-8b,22.41794204711914,7.472647349039714,1554,7.348587530927593
6,inconceivable_syntactic,He carried groceries inside,give.,-18.46748638153076,-9.23374319076538,meta-llama/meta-llama-3-8b,18.46748638153076,9.23374319076538,54322,10.902684580406032
7,probable,He carved a statue using,a chisel.,-7.83310604095459,-1.9582765102386477,meta-llama/meta-llama-3-8b,7.83310604095459,1.9582765102386477,34,3.5263605246161616
7,improbable,He carved a statue using,a nail.,-11.201701164245604,-3.7339003880818686,meta-llama/meta-llama-3-8b,11.201701164245604,3.7339003880818686,181,5.198497031265826
7,impossible,He carved a statue using,a sock.,-13.78808307647705,-4.596027692159017,meta-llama/meta-llama-3-8b,13.78808307647705,4.596027692159017,65,4.174387269895637
7,inconceivable,He carved a statue using,laughter.,-14.737491607666016,-7.368745803833008,meta-llama/meta-llama-3-8b,14.737491607666016,7.368745803833008,1709,7.443663683115591
7,inconceivable_syntactic,He carved a statue using,forget.,-19.70748805999756,-9.85374402999878,meta-llama/meta-llama-3-8b,19.70748805999756,9.85374402999878,7018,8.85623355614316
8,probable,He caught a fish in,a lake.,-6.90425968170166,-2.301419893900553,meta-llama/meta-llama-3-8b,6.90425968170166,2.301419893900553,250,5.521460917862246
8,improbable,He caught a fish in,a puddle.,-9.526449203491213,-2.3816123008728027,meta-llama/meta-llama-3-8b,9.526449203491213,2.3816123008728027,79,4.3694478524670215
8,impossible,He caught a fish in,a raindrop.,-13.931177139282228,-3.4827942848205566,meta-llama/meta-llama-3-8b,13.931177139282228,3.4827942848205566,5,1.6094379124341003
8,inconceivable,He caught a fish in,an exclamation.,-20.91012287139893,-5.2275307178497314,meta-llama/meta-llama-3-8b,20.91012287139893,5.2275307178497314,87,4.465908118654584
8,inconceivable_syntactic,He caught a fish in,become.,-21.341739654541016,-10.670869827270508,meta-llama/meta-llama-3-8b,21.341739654541016,10.670869827270508,39221,10.576967596620598
9,probable,He chilled a drink using,ice.,-7.225149154663086,-3.612574577331543,meta-llama/meta-llama-3-8b,7.225149154663086,3.612574577331543,9577,9.16711966952162
9,improbable,He chilled a drink using,snow.,-9.514215469360352,-4.757107734680176,meta-llama/meta-llama-3-8b,9.514215469360352,4.757107734680176,7175,8.878358040627822
9,impossible,He chilled a drink using,fire.,-9.444039344787598,-4.722019672393799,meta-llama/meta-llama-3-8b,9.444039344787598,4.722019672393799,20732,9.939433679309596
9,inconceivable,He chilled a drink using,yesterday.,-16.143739700317383,-8.071869850158691,meta-llama/meta-llama-3-8b,16.143739700317383,8.071869850158691,4751,8.46611040118692
9,inconceivable_syntactic,He chilled a drink using,onto.,-21.467180728912357,-10.733590364456177,meta-llama/meta-llama-3-8b,21.467180728912357,10.733590364456177,15803,9.667955074409104
10,probable,He chopped a carrot using,a knife.,-3.977913856506348,-1.325971285502116,meta-llama/meta-llama-3-8b,3.977913856506348,1.325971285502116,872,6.77078942390898
10,improbable,He chopped a carrot using,a sword.,-7.091443061828613,-2.363814353942871,meta-llama/meta-llama-3-8b,7.091443061828613,2.363814353942871,349,5.855071922202427
10,impossible,He chopped a carrot using,a rag.,-14.437484741210938,-4.81249491373698,meta-llama/meta-llama-3-8b,14.437484741210938,4.81249491373698,151,5.017279836814924
10,inconceivable,He chopped a carrot using,a color.,-15.831392288208008,-5.277130762736003,meta-llama/meta-llama-3-8b,15.831392288208008,5.277130762736003,1230,7.114769448366463
10,inconceivable_syntactic,He chopped a carrot using,through.,-18.02666473388672,-9.01333236694336,meta-llama/meta-llama-3-8b,18.02666473388672,9.01333236694336,133222,11.799772188615327
11,probable,He cleaned a spill using,a sponge.,-6.150259017944336,-2.050086339314779,meta-llama/meta-llama-3-8b,6.150259017944336,2.050086339314779,113,4.727387818712341
11,improbable,He cleaned a spill using,a scarf.,-13.88709831237793,-4.629032770792644,meta-llama/meta-llama-3-8b,13.88709831237793,4.629032770792644,96,4.564348191467836
11,impossible,He cleaned a spill using,mustard.,-12.116389274597168,-6.058194637298584,meta-llama/meta-llama-3-8b,12.116389274597168,6.058194637298584,698,6.548219102762372
11,inconceivable,He cleaned a spill using,a country.,-18.624621391296387,-6.208207130432129,meta-llama/meta-llama-3-8b,18.624621391296387,6.208207130432129,2180,7.687080155783135
11,inconceivable_syntactic,He cleaned a spill using,without.,-17.106422424316406,-8.553211212158203,meta-llama/meta-llama-3-8b,17.106422424316406,8.553211212158203,93309,11.443671845205685
12,probable,He cleaned a carpet using,a vacuum.,-7.696810722351074,-2.565603574117025,meta-llama/meta-llama-3-8b,7.696810722351074,2.565603574117025,766,6.641182169740591
12,improbable,He cleaned a carpet using,a hat.,-14.654080390930176,-4.884693463643392,meta-llama/meta-llama-3-8b,14.654080390930176,4.884693463643392,507,6.2285110035911835
12,impossible,He cleaned a carpet using,a crayon.,-14.216289520263672,-3.554072380065918,meta-llama/meta-llama-3-8b,14.216289520263672,3.554072380065918,11,2.3978952727983707
12,inconceivable,He cleaned a carpet using,a week.,-17.53299331665039,-5.84433110555013,meta-llama/meta-llama-3-8b,17.53299331665039,5.84433110555013,6751,8.81744592104187
12,inconceivable_syntactic,He cleaned a carpet using,into.,-19.997119903564453,-9.998559951782228,meta-llama/meta-llama-3-8b,19.997119903564453,9.998559951782228,242073,12.396994612543299
13,probable,He climbed a tree using,a ladder.,-4.363664627075195,-1.4545548756917317,meta-llama/meta-llama-3-8b,4.363664627075195,1.4545548756917317,216,5.375278407684165
13,improbable,He climbed a tree using,a rope.,-4.661531448364258,-1.5538438161214192,meta-llama/meta-llama-3-8b,4.661531448364258,1.5538438161214192,333,5.808142489980444
13,impossible,He climbed a tree using,oil.,-13.901450157165527,-6.950725078582764,meta-llama/meta-llama-3-8b,13.901450157165527,6.950725078582764,19914,9.89917828094803
13,inconceivable,He climbed a tree using,a poem.,-14.69408893585205,-4.898029645284017,meta-llama/meta-llama-3-8b,14.69408893585205,4.898029645284017,427,6.056784013228625
13,inconceivable_syntactic,He climbed a tree using,before.,-17.9925537109375,-8.99627685546875,meta-llama/meta-llama-3-8b,17.9925537109375,8.99627685546875,120252,11.697344819846329
14,probable,He closed a jacket using,a zipper.,-7.211031913757324,-2.403677304585775,meta-llama/meta-llama-3-8b,7.211031913757324,2.403677304585775,38,3.6375861597263857
14,improbable,He closed a jacket using,glue.,-10.383649349212646,-5.191824674606323,meta-llama/meta-llama-3-8b,10.383649349212646,5.191824674606323,1047,6.953684210870537
14,impossible,He closed a jacket using,fog.,-14.1778564453125,-7.08892822265625,meta-llama/meta-llama-3-8b,14.1778564453125,7.08892822265625,1677,7.424761761823209
14,inconceivable,He closed a jacket using,a word.,-11.278395175933838,-3.759465058644613,meta-llama/meta-llama-3-8b,11.278395175933838,3.759465058644613,3159,8.058010800802085
14,inconceivable_syntactic,He closed a jacket using,until.,-18.996466636657715,-9.498233318328856,meta-llama/meta-llama-3-8b,18.996466636657715,9.498233318328856,54753,10.91058744069813
15,probable,He constructed a tower out of,blocks.,-6.768860816955566,-3.384430408477783,meta-llama/meta-llama-3-8b,6.768860816955566,3.384430408477783,7272,8.891786635857315
15,improbable,He constructed a tower out of,bubbles.,-12.275684356689451,-6.137842178344727,meta-llama/meta-llama-3-8b,12.275684356689451,6.137842178344727,1178,7.071573364211532
15,impossible,He constructed a tower out of,sparks.,-14.418540000915527,-7.209270000457764,meta-llama/meta-llama-3-8b,14.418540000915527,7.209270000457764,457,6.124683390894205
15,inconceivable,He constructed a tower out of,seasons.,-16.646499633789062,-8.323249816894531,meta-llama/meta-llama-3-8b,16.646499633789062,8.323249816894531,4134,8.327000740241713
15,inconceivable_syntactic,He constructed a tower out of,forgive.,-20.93474292755127,-10.467371463775637,meta-llama/meta-llama-3-8b,20.93474292755127,10.467371463775637,1521,7.327123292259293
16,probable,He cooked dinner out of,pasta.,-11.150629043579102,-5.575314521789551,meta-llama/meta-llama-3-8b,11.150629043579102,5.575314521789551,1038,6.945051063725834
16,improbable,He cooked dinner out of,insects.,-12.893322944641112,-6.446661472320557,meta-llama/meta-llama-3-8b,12.893322944641112,6.446661472320557,1708,7.443078374348516
16,impossible,He cooked dinner out of,the moon.,-12.905327796936035,-4.301775932312012,meta-llama/meta-llama-3-8b,12.905327796936035,4.301775932312012,1858,7.527255919373784
16,inconceivable,He cooked dinner out of,thoughts.,-14.3216552734375,-7.16082763671875,meta-llama/meta-llama-3-8b,14.3216552734375,7.16082763671875,7712,8.950532836290382
16,inconceivable_syntactic,He cooked dinner out of,do.,-16.6068754196167,-8.30343770980835,meta-llama/meta-llama-3-8b,16.6068754196167,8.30343770980835,247429,12.41887895114932
17,probable,He cooled a room using,a fan.,-6.727438926696777,-2.2424796422322597,meta-llama/meta-llama-3-8b,6.727438926696777,2.2424796422322597,1457,7.284134806195205
17,improbable,He cooled a room using,shades.,-13.11816692352295,-6.559083461761475,meta-llama/meta-llama-3-8b,13.11816692352295,6.559083461761475,1016,6.923628628138427
17,impossible,He cooled a room using,a heater.,-10.552756309509276,-3.5175854365030923,meta-llama/meta-llama-3-8b,10.552756309509276,3.5175854365030923,115,4.74493212836325
17,inconceivable,He cooled a room using,a taste.,-16.938471794128418,-5.646157264709473,meta-llama/meta-llama-3-8b,16.938471794128418,5.646157264709473,499,6.212606095751519
17,inconceivable_syntactic,He cooled a room using,have.,-18.175453662872314,-9.087726831436155,meta-llama/meta-llama-3-8b,18.175453662872314,9.087726831436155,660383,13.40057524872222
18,probable,He covered a window using,curtains.,-8.359140396118164,-4.179570198059082,meta-llama/meta-llama-3-8b,8.359140396118164,4.179570198059082,721,6.580639137284949
18,improbable,He covered a window using,sheets.,-9.87211799621582,-4.93605899810791,meta-llama/meta-llama-3-8b,9.87211799621582,4.93605899810791,3450,8.146129510025405
18,impossible,He covered a window using,a hair.,-15.415654182434082,-5.138551394144694,meta-llama/meta-llama-3-8b,15.415654182434082,5.138551394144694,322,5.7745515455444085
18,inconceivable,He covered a window using,a chant.,-17.65788459777832,-5.885961532592773,meta-llama/meta-llama-3-8b,17.65788459777832,5.885961532592773,30,3.4011973816621555
18,inconceivable_syntactic,He covered a window using,make.,-15.87198257446289,-7.935991287231445,meta-llama/meta-llama-3-8b,15.87198257446289,7.935991287231445,123786,11.726309547216001
19,probable,He crafted a bowl out of,clay.,-5.287120819091797,-2.6435604095458984,meta-llama/meta-llama-3-8b,5.287120819091797,2.6435604095458984,1460,7.286191714702382
19,improbable,He crafted a bowl out of,mud.,-7.77821159362793,-3.889105796813965,meta-llama/meta-llama-3-8b,7.77821159362793,3.889105796813965,2239,7.713784616598755
19,impossible,He crafted a bowl out of,smoke.,-11.008971214294434,-5.504485607147217,meta-llama/meta-llama-3-8b,11.008971214294434,5.504485607147217,5049,8.526945482858915
19,inconceivable,He crafted a bowl out of,math.,-13.512109756469728,-6.756054878234863,meta-llama/meta-llama-3-8b,13.512109756469728,6.756054878234863,2948,7.988882253309227
19,inconceivable_syntactic,He crafted a bowl out of,follow.,-19.038330078125,-9.5191650390625,meta-llama/meta-llama-3-8b,19.038330078125,9.5191650390625,24743,10.116297899710545
20,probable,He crushed a soda can using,a shoe.,-9.918746948242188,-3.306248982747396,meta-llama/meta-llama-3-8b,9.918746948242188,3.306248982747396,226,5.420534999272286
20,improbable,He crushed a soda can using,a chair.,-10.23249340057373,-3.4108311335245767,meta-llama/meta-llama-3-8b,10.23249340057373,3.4108311335245767,1050,6.956545443151569
20,impossible,He crushed a soda can using,a tissue.,-13.17557430267334,-4.391858100891113,meta-llama/meta-llama-3-8b,13.17557430267334,4.391858100891113,274,5.6131281063880705
20,inconceivable,He crushed a soda can using,a day.,-17.495869636535645,-5.831956545511882,meta-llama/meta-llama-3-8b,17.495869636535645,5.831956545511882,7117,8.87024156729927
20,inconceivable_syntactic,He crushed a soda can using,choose.,-20.756211280822757,-10.378105640411375,meta-llama/meta-llama-3-8b,20.756211280822757,10.378105640411375,13746,9.52850315168155
21,probable,He cut grass using,a lawnmower.,-5.325583457946777,-1.0651166915893555,meta-llama/meta-llama-3-8b,5.325583457946777,1.0651166915893555,13,2.5649493574615367
21,improbable,He cut grass using,a scythe.,-5.198548316955566,-1.2996370792388916,meta-llama/meta-llama-3-8b,5.198548316955566,1.2996370792388916,17,2.833213344056216
21,impossible,He cut grass using,a popsicle.,-17.305625915527344,-4.326406478881836,meta-llama/meta-llama-3-8b,17.305625915527344,4.326406478881836,15,2.70805020110221
21,inconceivable,He cut grass using,an essay.,-17.028793334960938,-5.67626444498698,meta-llama/meta-llama-3-8b,17.028793334960938,5.67626444498698,338,5.823045895483019
21,inconceivable_syntactic,He cut grass using,then.,-18.14300107955933,-9.071500539779665,meta-llama/meta-llama-3-8b,18.14300107955933,9.071500539779665,185397,12.1302547507532
22,probable,He cut cardboard using,scissors.,-5.343512535095215,-2.6717562675476074,meta-llama/meta-llama-3-8b,5.343512535095215,2.6717562675476074,460,6.131226489483141
22,improbable,He cut cardboard using,a scalpel.,-7.805951118469238,-1.9514877796173096,meta-llama/meta-llama-3-8b,7.805951118469238,1.9514877796173096,46,3.828641396489095
22,impossible,He cut cardboard using,fur.,-17.923049926757812,-8.961524963378906,meta-llama/meta-llama-3-8b,17.923049926757812,8.961524963378906,2257,7.721791776817535
22,inconceivable,He cut cardboard using,a snore.,-21.103227615356445,-5.275806903839111,meta-llama/meta-llama-3-8b,21.103227615356445,5.275806903839111,5,1.6094379124341003
22,inconceivable_syntactic,He cut cardboard using,sometimes.,-17.084233283996582,-8.542116641998291,meta-llama/meta-llama-3-8b,17.084233283996582,8.542116641998291,16795,9.728836502046393
23,probable,He dented a car with,a baseball bat.,-6.518512725830078,-1.6296281814575195,meta-llama/meta-llama-3-8b,6.518512725830078,1.6296281814575195,66,4.189654742026425
23,improbable,He dented a car with,a dumbbell.,-11.470306396484377,-2.8675765991210938,meta-llama/meta-llama-3-8b,11.470306396484377,2.8675765991210938,13,2.5649493574615367
23,impossible,He dented a car with,a breeze.,-14.752979278564451,-4.917659759521484,meta-llama/meta-llama-3-8b,14.752979278564451,4.917659759521484,229,5.43372200355424
23,inconceivable,He dented a car with,a nap.,-18.248477935791016,-6.082825978597005,meta-llama/meta-llama-3-8b,18.248477935791016,6.082825978597005,310,5.736572297479192
23,inconceivable_syntactic,He dented a car with,from.,-18.24535846710205,-9.122679233551024,meta-llama/meta-llama-3-8b,18.24535846710205,9.122679233551024,759491,13.540403751046503
24,probable,He dug a hole using,a shovel.,-4.417030334472656,-1.4723434448242188,meta-llama/meta-llama-3-8b,4.417030334472656,1.4723434448242188,78,4.356708826689592
24,improbable,He dug a hole using,a spatula.,-10.666561126708984,-2.666640281677246,meta-llama/meta-llama-3-8b,10.666561126708984,2.666640281677246,59,4.07753744390572
24,impossible,He dug a hole using,dirt.,-11.843013286590576,-5.921506643295288,meta-llama/meta-llama-3-8b,11.843013286590576,5.921506643295288,2624,7.8724551500639794
24,inconceivable,He dug a hole using,a yawn.,-20.42652130126953,-5.106630325317383,meta-llama/meta-llama-3-8b,20.42652130126953,5.106630325317383,49,3.8918202981106265
24,inconceivable_syntactic,He dug a hole using,except.,-19.56167936325073,-9.780839681625366,meta-llama/meta-llama-3-8b,19.56167936325073,9.780839681625366,17343,9.760944245750586
25,probable,He dipped a biscuit into,coffee.,-7.800981521606445,-3.900490760803223,meta-llama/meta-llama-3-8b,7.800981521606445,3.900490760803223,6925,8.842893331055539
25,improbable,He dipped a biscuit into,wine.,-11.173372268676758,-5.586686134338379,meta-llama/meta-llama-3-8b,11.173372268676758,5.586686134338379,7100,8.867850063029406
25,impossible,He dipped a biscuit into,a floor.,-18.917987823486328,-6.305995941162109,meta-llama/meta-llama-3-8b,18.917987823486328,6.305995941162109,250,5.521460917862246
25,inconceivable,He dipped a biscuit into,a myth.,-21.590462684631348,-7.196820894877116,meta-llama/meta-llama-3-8b,21.590462684631348,7.196820894877116,238,5.472270673671475
25,inconceivable_syntactic,He dipped a biscuit into,by.,-18.29584312438965,-9.147921562194824,meta-llama/meta-llama-3-8b,18.29584312438965,9.147921562194824,897501,13.707369513550079
26,probable,He displayed books on,a shelf.,-7.499832153320312,-2.499944051106771,meta-llama/meta-llama-3-8b,7.499832153320312,2.499944051106771,249,5.517452896464707
26,improbable,He displayed books on,a bed.,-12.038872718811035,-4.012957572937012,meta-llama/meta-llama-3-8b,12.038872718811035,4.012957572937012,831,6.7226297948554485
26,impossible,He displayed books on,a galaxy.,-19.211417198181152,-6.403805732727051,meta-llama/meta-llama-3-8b,19.211417198181152,6.403805732727051,267,5.58724865840025
26,inconceivable,He displayed books on,a sigh.,-18.592464447021484,-6.197488149007161,meta-llama/meta-llama-3-8b,18.592464447021484,6.197488149007161,437,6.07993319509559
26,inconceivable_syntactic,He displayed books on,for.,-15.493541717529297,-7.746770858764648,meta-llama/meta-llama-3-8b,15.493541717529297,7.746770858764648,1664104,14.324797398410247
27,probable,He docked a boat using,an anchor.,-8.18410873413086,-2.7280362447102866,meta-llama/meta-llama-3-8b,8.18410873413086,2.7280362447102866,243,5.493061443340548
27,improbable,He docked a boat using,an anvil.,-14.06955337524414,-3.517388343811035,meta-llama/meta-llama-3-8b,14.06955337524414,3.517388343811035,35,3.5553480614894135
27,impossible,He docked a boat using,a balloon.,-12.383445739746094,-4.127815246582031,meta-llama/meta-llama-3-8b,12.383445739746094,4.127815246582031,186,5.225746673713202
27,inconceivable,He docked a boat using,a lesson.,-17.515193939208984,-5.838397979736328,meta-llama/meta-llama-3-8b,17.515193939208984,5.838397979736328,561,6.329720905522696
27,inconceivable_syntactic,He docked a boat using,though.,-18.257495880126957,-9.128747940063477,meta-llama/meta-llama-3-8b,18.257495880126957,9.128747940063477,47219,10.762551632948083
28,probable,He drank a cup full of,water.,-4.970586776733398,-2.485293388366699,meta-llama/meta-llama-3-8b,4.970586776733398,2.485293388366699,56182,10.936351699882175
28,improbable,He drank a cup full of,honey.,-8.875202178955078,-4.437601089477539,meta-llama/meta-llama-3-8b,8.875202178955078,4.437601089477539,3455,8.14757773620177
28,impossible,He drank a cup full of,lightning.,-12.134620666503906,-6.067310333251953,meta-llama/meta-llama-3-8b,12.134620666503906,6.067310333251953,1322,7.186901020411631
28,inconceivable,He drank a cup full of,minutes.,-15.092543601989746,-7.546271800994873,meta-llama/meta-llama-3-8b,15.092543601989746,7.546271800994873,32338,10.38399828829976
28,inconceivable_syntactic,He drank a cup full of,during.,-19.059916496276852,-9.529958248138428,meta-llama/meta-llama-3-8b,19.059916496276852,9.529958248138428,93327,11.44386473403802
29,probable,He dried his hands using,a towel.,-4.58010196685791,-1.5267006556193037,meta-llama/meta-llama-3-8b,4.58010196685791,1.5267006556193037,265,5.579729825986222
29,improbable,He dried his hands using,a sweater.,-13.258821487426758,-4.419607162475586,meta-llama/meta-llama-3-8b,13.258821487426758,4.419607162475586,86,4.454347296253507
29,impossible,He dried his hands using,a liquid.,-14.059483528137209,-4.686494509379069,meta-llama/meta-llama-3-8b,14.059483528137209,4.686494509379069,1383,7.232010331664759
29,inconceivable,He dried his hands using,freedom.,-15.848064422607422,-7.924032211303711,meta-llama/meta-llama-3-8b,15.848064422607422,7.924032211303711,9319,9.139810605785655
29,inconceivable_syntactic,He dried his hands using,always.,-15.59008502960205,-7.795042514801025,meta-llama/meta-llama-3-8b,15.59008502960205,7.795042514801025,55331,10.921088609106748
30,probable,He dried laundry using,a clothesline.,-6.908973693847656,-1.727243423461914,meta-llama/meta-llama-3-8b,6.908973693847656,1.727243423461914,20,2.995732273553991
30,improbable,He dried laundry using,a fan.,-8.783598899841309,-2.927866299947103,meta-llama/meta-llama-3-8b,8.783598899841309,2.927866299947103,1457,7.284134806195205
30,impossible,He dried laundry using,juice.,-13.03188419342041,-6.515942096710205,meta-llama/meta-llama-3-8b,13.03188419342041,6.515942096710205,3295,8.100161446936607
30,inconceivable,He dried laundry using,courage.,-16.16298770904541,-8.081493854522705,meta-llama/meta-llama-3-8b,16.16298770904541,8.081493854522705,2555,7.845807502637805
30,inconceivable_syntactic,He dried laundry using,and.,-13.842052459716797,-6.921026229858398,meta-llama/meta-llama-3-8b,13.842052459716797,6.921026229858398,4665401,15.355684347840462
31,probable,He ate soup using,a spoon.,-4.489743232727051,-1.4965810775756836,meta-llama/meta-llama-3-8b,4.489743232727051,1.4965810775756836,261,5.564520407322694
31,improbable,He ate soup using,a bucket.,-9.884026527404783,-3.294675509134928,meta-llama/meta-llama-3-8b,9.884026527404783,3.294675509134928,349,5.855071922202427
31,impossible,He ate soup using,a sieve.,-10.454888343811035,-3.484962781270345,meta-llama/meta-llama-3-8b,10.454888343811035,3.484962781270345,62,4.127134385045092
31,inconceivable,He ate soup using,history.,-14.441588401794434,-7.220794200897217,meta-llama/meta-llama-3-8b,14.441588401794434,7.220794200897217,31688,10.363693339301753
31,inconceivable_syntactic,He ate soup using,ever.,-18.28940296173096,-9.14470148086548,meta-llama/meta-llama-3-8b,18.28940296173096,9.14470148086548,39183,10.575998258245631
32,probable,He entered a room through,a door.,-5.24000358581543,-1.7466678619384766,meta-llama/meta-llama-3-8b,5.24000358581543,1.7466678619384766,825,6.715383386334681
32,improbable,He entered a room through,a window.,-4.659008026123047,-1.5530026753743489,meta-llama/meta-llama-3-8b,4.659008026123047,1.5530026753743489,1221,7.107425474110705
32,impossible,He entered a room through,a wall.,-6.626500129699707,-2.208833376566569,meta-llama/meta-llama-3-8b,6.626500129699707,2.208833376566569,1407,7.249215057114389
32,inconceivable,He entered a room through,a theory.,-17.41713523864746,-5.80571174621582,meta-llama/meta-llama-3-8b,17.41713523864746,5.80571174621582,927,6.831953565565855
32,inconceivable_syntactic,He entered a room through,should.,-19.803200721740723,-9.90160036087036,meta-llama/meta-llama-3-8b,19.803200721740723,9.90160036087036,135244,11.81483583343264
33,probable,He filled a bucket with,sand.,-5.964550971984863,-2.982275485992432,meta-llama/meta-llama-3-8b,5.964550971984863,2.982275485992432,5257,8.567315800819449
33,improbable,He filled a bucket with,acorns.,-11.018187522888184,-3.672729174296061,meta-llama/meta-llama-3-8b,11.018187522888184,3.672729174296061,65,4.174387269895637
33,impossible,He filled a bucket with,buildings.,-16.257280349731445,-8.128640174865723,meta-llama/meta-llama-3-8b,16.257280349731445,8.128640174865723,6671,8.805525052709516
33,inconceivable,He filled a bucket with,time.,-12.963172912597656,-6.481586456298828,meta-llama/meta-llama-3-8b,12.963172912597656,6.481586456298828,263474,12.481709970368424
33,inconceivable_syntactic,He filled a bucket with,up.,-14.593441009521484,-7.296720504760742,meta-llama/meta-llama-3-8b,14.593441009521484,7.296720504760742,259314,12.465794961584885
34,probable,He filled a purse with,coins.,-6.900205612182617,-3.4501028060913086,meta-llama/meta-llama-3-8b,6.900205612182617,3.4501028060913086,1816,7.504391559161238
34,improbable,He filled a purse with,cream.,-13.723518371582031,-6.861759185791016,meta-llama/meta-llama-3-8b,13.723518371582031,6.861759185791016,3547,8.173857454773621
34,impossible,He filled a purse with,sofas.,-17.575485229492188,-8.787742614746094,meta-llama/meta-llama-3-8b,17.575485229492188,8.787742614746094,125,4.8283137373023015
34,inconceivable,He filled a purse with,luck.,-13.195262908935549,-6.597631454467773,meta-llama/meta-llama-3-8b,13.195262908935549,6.597631454467773,4840,8.484669999710677
34,inconceivable_syntactic,He filled a purse with,nor.,-19.611719131469727,-9.805859565734863,meta-llama/meta-llama-3-8b,19.611719131469727,9.805859565734863,16941,9.737491998340946
35,probable,He grew flowers inside,a pot.,-9.78557014465332,-3.26185671488444,meta-llama/meta-llama-3-8b,9.78557014465332,3.26185671488444,501,6.2166061010848646
35,improbable,He grew flowers inside,a mug.,-12.60351848602295,-4.201172828674316,meta-llama/meta-llama-3-8b,12.60351848602295,4.201172828674316,137,4.919980925828125
35,impossible,He grew flowers inside,a marble.,-13.942435264587402,-4.647478421529134,meta-llama/meta-llama-3-8b,13.942435264587402,4.647478421529134,103,4.634728988229636
35,inconceivable,He grew flowers inside,a sneeze.,-17.153992652893066,-3.4307985305786133,meta-llama/meta-llama-3-8b,17.153992652893066,3.4307985305786133,17,2.833213344056216
35,inconceivable_syntactic,He grew flowers inside,been.,-17.398375034332275,-8.699187517166138,meta-llama/meta-llama-3-8b,17.398375034332275,8.699187517166138,308621,12.63986926585065
36,probable,He hung a painting using,screws.,-8.281000137329102,-4.140500068664551,meta-llama/meta-llama-3-8b,8.281000137329102,4.140500068664551,1108,7.010311867307229
36,improbable,He hung a painting using,string.,-7.581185340881348,-3.790592670440674,meta-llama/meta-llama-3-8b,7.581185340881348,3.790592670440674,30078,10.311549286491559
36,impossible,He hung a painting using,vapor.,-14.95883560180664,-7.47941780090332,meta-llama/meta-llama-3-8b,14.95883560180664,7.47941780090332,1862,7.529406457837013
36,inconceivable,He hung a painting using,a handshake.,-15.004464149475098,-5.001488049825032,meta-llama/meta-llama-3-8b,15.004464149475098,5.001488049825032,56,4.02535169073515
36,inconceivable_syntactic,He hung a painting using,could.,-18.791479110717773,-9.395739555358888,meta-llama/meta-llama-3-8b,18.791479110717773,9.395739555358888,186154,12.134329567117272
37,probable,He hid a gift inside,a closet.,-11.617249488830566,-3.872416496276856,meta-llama/meta-llama-3-8b,11.617249488830566,3.872416496276856,175,5.1647859739235145
37,improbable,He hid a gift inside,a forest.,-13.38360595703125,-4.461201985677083,meta-llama/meta-llama-3-8b,13.38360595703125,4.461201985677083,393,5.973809611869261
37,impossible,He hid a gift inside,a cloud.,-11.748132705688477,-3.916044235229492,meta-llama/meta-llama-3-8b,11.748132705688477,3.916044235229492,756,6.628041376179533
37,inconceivable,He hid a gift inside,a gasp.,-17.78848934173584,-4.44712233543396,meta-llama/meta-llama-3-8b,17.78848934173584,4.44712233543396,77,4.343805421853684
37,inconceivable_syntactic,He hid a gift inside,find.,-19.451244354248047,-9.725622177124023,meta-llama/meta-llama-3-8b,19.451244354248047,9.725622177124023,77677,11.260314482240034
38,probable,He lifted a box using,a forklift.,-7.51889705657959,-1.503779411315918,meta-llama/meta-llama-3-8b,7.51889705657959,1.503779411315918,42,3.7376696182833684
38,improbable,He lifted a box using,a pulley.,-5.38532829284668,-1.34633207321167,meta-llama/meta-llama-3-8b,5.38532829284668,1.34633207321167,53,3.970291913552122
38,impossible,He lifted a box using,foam.,-15.305215835571287,-7.6526079177856445,meta-llama/meta-llama-3-8b,15.305215835571287,7.6526079177856445,1813,7.502738210754851
38,inconceivable,He lifted a box using,an emotion.,-15.914494514465332,-5.304831504821777,meta-llama/meta-llama-3-8b,15.914494514465332,5.304831504821777,116,4.7535901911063645
38,inconceivable_syntactic,He lifted a box using,very.,-16.080924034118652,-8.040462017059326,meta-llama/meta-llama-3-8b,16.080924034118652,8.040462017059326,123955,11.727673875496055
39,probable,He lit a candle using,a match.,-4.750102043151856,-1.5833673477172852,meta-llama/meta-llama-3-8b,4.750102043151856,1.5833673477172852,975,6.882437470997847
39,improbable,He lit a candle using,a blowtorch.,-9.135366439819336,-2.283841609954834,meta-llama/meta-llama-3-8b,9.135366439819336,2.283841609954834,17,2.833213344056216
39,impossible,He lit a candle using,yogurt.,-14.665223121643066,-7.332611560821533,meta-llama/meta-llama-3-8b,14.665223121643066,7.332611560821533,521,6.255750041753367
39,inconceivable,He lit a candle using,surprises.,-17.85007381439209,-8.925036907196045,meta-llama/meta-llama-3-8b,17.85007381439209,8.925036907196045,755,6.626717749249025
39,inconceivable_syntactic,He lit a candle using,does.,-18.40320587158203,-9.201602935791016,meta-llama/meta-llama-3-8b,18.40320587158203,9.201602935791016,86331,11.365944024621301
