rt,stimulus,response,task_type,correct_response,attemps,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,study_id,session_id,rng_seed,correct,attempts,session_file_id
887,Could someone put the moon in a soda can?,0,practice,0,1,html-keyboard-response,13,36907,0.0-1.1-0.12,anon_subject_12,659f04805339f753c1b65235,65a0471bfbe002ebe6cd92b9,0.3042260510748822,True,1,session-65a047ae1158f
1095,Could someone lock a door with a day?,0,practice,0,1,html-keyboard-response,14,38003,0.0-1.1-0.13,anon_subject_12,659f04805339f753c1b65235,65a0471bfbe002ebe6cd92b9,0.3042260510748822,True,1,session-65a047ae1158f
999,Could someone eat vegetables for dinner?,1,practice,1,1,html-keyboard-response,15,39003,0.0-1.1-0.14,anon_subject_12,659f04805339f753c1b65235,65a0471bfbe002ebe6cd92b9,0.3042260510748822,True,1,session-65a047ae1158f
863,Could someone smash a pumpkin with sadness?,0,practice,0,1,html-keyboard-response,16,39868,0.0-1.1-0.15,anon_subject_12,659f04805339f753c1b65235,65a0471bfbe002ebe6cd92b9,0.3042260510748822,True,1,session-65a047ae1158f
1415,Could someone drink a glass of water?,1,practice,1,1,html-keyboard-response,17,43498,0.0-1.2-0.16,anon_subject_12,659f04805339f753c1b65235,65a0471bfbe002ebe6cd92b9,0.3042260510748822,True,2,session-65a047ae1158f
1577,Could someone move furniture with their mind?,0,practice,0,1,html-keyboard-response,18,45075,0.0-1.2-0.17,anon_subject_12,659f04805339f753c1b65235,65a0471bfbe002ebe6cd92b9,0.3042260510748822,True,2,session-65a047ae1158f
751,Could someone find an alligator under their bed?,0,practice,1,1,html-keyboard-response,19,45828,0.0-1.2-0.18,anon_subject_12,659f04805339f753c1b65235,65a0471bfbe002ebe6cd92b9,0.3042260510748822,False,2,session-65a047ae1158f
830,Could someone pour a glass of honey?,0,practice,1,1,html-keyboard-response,20,46658,0.0-1.2-0.19,anon_subject_12,659f04805339f753c1b65235,65a0471bfbe002ebe6cd92b9,0.3042260510748822,False,2,session-65a047ae1158f
1480,Could someone put the moon in a soda can?,0,practice,0,1,html-keyboard-response,21,48138,0.0-1.2-0.20,anon_subject_12,659f04805339f753c1b65235,65a0471bfbe002ebe6cd92b9,0.3042260510748822,True,2,session-65a047ae1158f
937,Could someone lock a door with a day?,0,practice,0,1,html-keyboard-response,22,49075,0.0-1.2-0.21,anon_subject_12,659f04805339f753c1b65235,65a0471bfbe002ebe6cd92b9,0.3042260510748822,True,2,session-65a047ae1158f
734,Could someone eat vegetables for dinner?,1,practice,1,1,html-keyboard-response,23,49810,0.0-1.2-0.22,anon_subject_12,659f04805339f753c1b65235,65a0471bfbe002ebe6cd92b9,0.3042260510748822,True,2,session-65a047ae1158f
754,Could someone smash a pumpkin with sadness?,0,practice,0,1,html-keyboard-response,24,50564,0.0-1.2-0.23,anon_subject_12,659f04805339f753c1b65235,65a0471bfbe002ebe6cd92b9,0.3042260510748822,True,2,session-65a047ae1158f
5105,Could someone drink a glass of water?,1,practice,1,1,html-keyboard-response,25,57636,0.0-1.3-0.24,anon_subject_12,659f04805339f753c1b65235,65a0471bfbe002ebe6cd92b9,0.3042260510748822,True,3,session-65a047ae1158f
6639,Could someone move furniture with their mind?,0,practice,0,1,html-keyboard-response,26,64276,0.0-1.3-0.25,anon_subject_12,659f04805339f753c1b65235,65a0471bfbe002ebe6cd92b9,0.3042260510748822,True,3,session-65a047ae1158f
2815,Could someone find an alligator under their bed?,1,practice,1,1,html-keyboard-response,27,67091,0.0-1.3-0.26,anon_subject_12,659f04805339f753c1b65235,65a0471bfbe002ebe6cd92b9,0.3042260510748822,True,3,session-65a047ae1158f
1519,Could someone pour a glass of honey?,0,practice,1,1,html-keyboard-response,28,68611,0.0-1.3-0.27,anon_subject_12,659f04805339f753c1b65235,65a0471bfbe002ebe6cd92b9,0.3042260510748822,False,3,session-65a047ae1158f
967,Could someone put the moon in a soda can?,0,practice,0,1,html-keyboard-response,29,69579,0.0-1.3-0.28,anon_subject_12,659f04805339f753c1b65235,65a0471bfbe002ebe6cd92b9,0.3042260510748822,True,3,session-65a047ae1158f
2055,Could someone lock a door with a day?,0,practice,0,1,html-keyboard-response,30,71635,0.0-1.3-0.29,anon_subject_12,659f04805339f753c1b65235,65a0471bfbe002ebe6cd92b9,0.3042260510748822,True,3,session-65a047ae1158f
767,Could someone eat vegetables for dinner?,1,practice,1,1,html-keyboard-response,31,72403,0.0-1.3-0.30,anon_subject_12,659f04805339f753c1b65235,65a0471bfbe002ebe6cd92b9,0.3042260510748822,True,3,session-65a047ae1158f
687,Could someone smash a pumpkin with sadness?,0,practice,0,1,html-keyboard-response,32,73091,0.0-1.3-0.31,anon_subject_12,659f04805339f753c1b65235,65a0471bfbe002ebe6cd92b9,0.3042260510748822,True,3,session-65a047ae1158f
1112,Could someone drink a glass of water?,1,practice,1,1,html-keyboard-response,33,75971,0.0-1.4-0.32,anon_subject_12,659f04805339f753c1b65235,65a0471bfbe002ebe6cd92b9,0.3042260510748822,True,4,session-65a047ae1158f
2056,Could someone move furniture with their mind?,0,practice,0,1,html-keyboard-response,34,78027,0.0-1.4-0.33,anon_subject_12,659f04805339f753c1b65235,65a0471bfbe002ebe6cd92b9,0.3042260510748822,True,4,session-65a047ae1158f
847,Could someone find an alligator under their bed?,1,practice,1,1,html-keyboard-response,35,78875,0.0-1.4-0.34,anon_subject_12,659f04805339f753c1b65235,65a0471bfbe002ebe6cd92b9,0.3042260510748822,True,4,session-65a047ae1158f
783,Could someone pour a glass of honey?,1,practice,1,1,html-keyboard-response,36,79659,0.0-1.4-0.35,anon_subject_12,659f04805339f753c1b65235,65a0471bfbe002ebe6cd92b9,0.3042260510748822,True,4,session-65a047ae1158f
688,Could someone put the moon in a soda can?,0,practice,0,1,html-keyboard-response,37,80347,0.0-1.4-0.36,anon_subject_12,659f04805339f753c1b65235,65a0471bfbe002ebe6cd92b9,0.3042260510748822,True,4,session-65a047ae1158f
839,Could someone lock a door with a day?,0,practice,0,1,html-keyboard-response,38,81187,0.0-1.4-0.37,anon_subject_12,659f04805339f753c1b65235,65a0471bfbe002ebe6cd92b9,0.3042260510748822,True,4,session-65a047ae1158f
639,Could someone eat vegetables for dinner?,1,practice,1,1,html-keyboard-response,39,81827,0.0-1.4-0.38,anon_subject_12,659f04805339f753c1b65235,65a0471bfbe002ebe6cd92b9,0.3042260510748822,True,4,session-65a047ae1158f
655,Could someone smash a pumpkin with sadness?,0,practice,0,1,html-keyboard-response,40,82483,0.0-1.4-0.39,anon_subject_12,659f04805339f753c1b65235,65a0471bfbe002ebe6cd92b9,0.3042260510748822,True,4,session-65a047ae1158f
4229,Could someone drink a glass of water?,1,practice,1,1,html-keyboard-response,1,20475,0.0-1.0-0.0,anon_subject_7,659f04805339f753c1b65235,65a027775aba9e5f885bef5b,0.6570270035300274,True,0,session-65a027e97de4e
1983,Could someone move furniture with their mind?,0,practice,0,1,html-keyboard-response,2,22458,0.0-1.0-0.1,anon_subject_7,659f04805339f753c1b65235,65a027775aba9e5f885bef5b,0.6570270035300274,True,0,session-65a027e97de4e
2712,Could someone find an alligator under their bed?,1,practice,1,1,html-keyboard-response,3,25170,0.0-1.0-0.2,anon_subject_7,659f04805339f753c1b65235,65a027775aba9e5f885bef5b,0.6570270035300274,True,0,session-65a027e97de4e
2192,Could someone pour a glass of honey?,1,practice,1,1,html-keyboard-response,4,27362,0.0-1.0-0.3,anon_subject_7,659f04805339f753c1b65235,65a027775aba9e5f885bef5b,0.6570270035300274,True,0,session-65a027e97de4e
1511,Could someone put the moon in a soda can?,0,practice,0,1,html-keyboard-response,5,28874,0.0-1.0-0.4,anon_subject_7,659f04805339f753c1b65235,65a027775aba9e5f885bef5b,0.6570270035300274,True,0,session-65a027e97de4e
1696,Could someone lock a door with a day?,0,practice,0,1,html-keyboard-response,6,30570,0.0-1.0-0.5,anon_subject_7,659f04805339f753c1b65235,65a027775aba9e5f885bef5b,0.6570270035300274,True,0,session-65a027e97de4e
1295,Could someone eat vegetables for dinner?,1,practice,1,1,html-keyboard-response,7,31866,0.0-1.0-0.6,anon_subject_7,659f04805339f753c1b65235,65a027775aba9e5f885bef5b,0.6570270035300274,True,0,session-65a027e97de4e
1752,Could someone smash a pumpkin with sadness?,0,practice,0,1,html-keyboard-response,8,33618,0.0-1.0-0.7,anon_subject_7,659f04805339f753c1b65235,65a027775aba9e5f885bef5b,0.6570270035300274,True,0,session-65a027e97de4e
2073,Could someone drink a glass of water?,1,practice,1,1,html-keyboard-response,1,27608,0.0-1.0-0.0,anon_subject_99,659f04805339f753c1b65235,65a03f1b2086d07cc8439990,0.4012160519488479,True,0,session-65a03f992592a
1788,Could someone move furniture with their mind?,0,practice,0,1,html-keyboard-response,2,29398,0.0-1.0-0.1,anon_subject_99,659f04805339f753c1b65235,65a03f1b2086d07cc8439990,0.4012160519488479,True,0,session-65a03f992592a
3081,Could someone find an alligator under their bed?,1,practice,1,1,html-keyboard-response,3,32479,0.0-1.0-0.2,anon_subject_99,659f04805339f753c1b65235,65a03f1b2086d07cc8439990,0.4012160519488479,True,0,session-65a03f992592a
2135,Could someone pour a glass of honey?,1,practice,1,1,html-keyboard-response,4,34616,0.0-1.0-0.3,anon_subject_99,659f04805339f753c1b65235,65a03f1b2086d07cc8439990,0.4012160519488479,True,0,session-65a03f992592a
2319,Could someone put the moon in a soda can?,0,practice,0,1,html-keyboard-response,5,36936,0.0-1.0-0.4,anon_subject_99,659f04805339f753c1b65235,65a03f1b2086d07cc8439990,0.4012160519488479,True,0,session-65a03f992592a
2190,Could someone lock a door with a day?,0,practice,0,1,html-keyboard-response,6,39127,0.0-1.0-0.5,anon_subject_99,659f04805339f753c1b65235,65a03f1b2086d07cc8439990,0.4012160519488479,True,0,session-65a03f992592a
2639,Could someone eat vegetables for dinner?,1,practice,1,1,html-keyboard-response,7,41767,0.0-1.0-0.6,anon_subject_99,659f04805339f753c1b65235,65a03f1b2086d07cc8439990,0.4012160519488479,True,0,session-65a03f992592a
1886,Could someone smash a pumpkin with sadness?,0,practice,0,1,html-keyboard-response,8,43655,0.0-1.0-0.7,anon_subject_99,659f04805339f753c1b65235,65a03f1b2086d07cc8439990,0.4012160519488479,True,0,session-65a03f992592a
1897,Could someone drink a glass of water?,1,practice,1,1,html-keyboard-response,1,19240,0.0-1.0-0.0,anon_subject_147,659f04805339f753c1b65235,65a0474b214275fb72e5c476,0.5543104442078839,True,0,session-65a047f7133d3
2728,Could someone move furniture with their mind?,1,practice,0,1,html-keyboard-response,2,21969,0.0-1.0-0.1,anon_subject_147,659f04805339f753c1b65235,65a0474b214275fb72e5c476,0.5543104442078839,False,0,session-65a047f7133d3
3319,Could someone find an alligator under their bed?,1,practice,1,1,html-keyboard-response,3,25288,0.0-1.0-0.2,anon_subject_147,659f04805339f753c1b65235,65a0474b214275fb72e5c476,0.5543104442078839,True,0,session-65a047f7133d3
5829,Could someone pour a glass of honey?,1,practice,1,1,html-keyboard-response,4,31118,0.0-1.0-0.3,anon_subject_147,659f04805339f753c1b65235,65a0474b214275fb72e5c476,0.5543104442078839,True,0,session-65a047f7133d3
2567,Could someone put the moon in a soda can?,0,practice,0,1,html-keyboard-response,5,33685,0.0-1.0-0.4,anon_subject_147,659f04805339f753c1b65235,65a0474b214275fb72e5c476,0.5543104442078839,True,0,session-65a047f7133d3
3924,Could someone lock a door with a day?,0,practice,0,1,html-keyboard-response,6,37609,0.0-1.0-0.5,anon_subject_147,659f04805339f753c1b65235,65a0474b214275fb72e5c476,0.5543104442078839,True,0,session-65a047f7133d3
2445,Could someone eat vegetables for dinner?,1,practice,1,1,html-keyboard-response,7,40055,0.0-1.0-0.6,anon_subject_147,659f04805339f753c1b65235,65a0474b214275fb72e5c476,0.5543104442078839,True,0,session-65a047f7133d3
2295,Could someone smash a pumpkin with sadness?,0,practice,0,1,html-keyboard-response,8,42350,0.0-1.0-0.7,anon_subject_147,659f04805339f753c1b65235,65a0474b214275fb72e5c476,0.5543104442078839,True,0,session-65a047f7133d3
2901,Could someone drink a glass of water?,1,practice,1,1,html-keyboard-response,9,47755,0.0-1.1-0.8,anon_subject_147,659f04805339f753c1b65235,65a0474b214275fb72e5c476,0.5543104442078839,True,1,session-65a047f7133d3
8022,Could someone move furniture with their mind?,0,practice,0,1,html-keyboard-response,10,55778,0.0-1.1-0.9,anon_subject_147,659f04805339f753c1b65235,65a0474b214275fb72e5c476,0.5543104442078839,True,1,session-65a047f7133d3
4055,Could someone find an alligator under their bed?,1,practice,1,1,html-keyboard-response,11,59834,0.0-1.1-0.10,anon_subject_147,659f04805339f753c1b65235,65a0474b214275fb72e5c476,0.5543104442078839,True,1,session-65a047f7133d3
6692,Could someone pour a glass of honey?,1,practice,1,1,html-keyboard-response,12,66526,0.0-1.1-0.11,anon_subject_147,659f04805339f753c1b65235,65a0474b214275fb72e5c476,0.5543104442078839,True,1,session-65a047f7133d3
987,Could someone put the moon in a soda can?,0,practice,0,1,html-keyboard-response,13,67514,0.0-1.1-0.12,anon_subject_147,659f04805339f753c1b65235,65a0474b214275fb72e5c476,0.5543104442078839,True,1,session-65a047f7133d3
1106,Could someone lock a door with a day?,0,practice,0,1,html-keyboard-response,14,68620,0.0-1.1-0.13,anon_subject_147,659f04805339f753c1b65235,65a0474b214275fb72e5c476,0.5543104442078839,True,1,session-65a047f7133d3
1018,Could someone eat vegetables for dinner?,1,practice,1,1,html-keyboard-response,15,69638,0.0-1.1-0.14,anon_subject_147,659f04805339f753c1b65235,65a0474b214275fb72e5c476,0.5543104442078839,True,1,session-65a047f7133d3
1505,Could someone smash a pumpkin with sadness?,0,practice,0,1,html-keyboard-response,16,71143,0.0-1.1-0.15,anon_subject_147,659f04805339f753c1b65235,65a0474b214275fb72e5c476,0.5543104442078839,True,1,session-65a047f7133d3
6933,Could someone drink a glass of water?,1,practice,1,1,html-keyboard-response,1,21885,0.0-1.0-0.0,anon_subject_80,659f04805339f753c1b65235,65a047592a197f9cd83e42bd,0.2088060979110371,True,0,session-65a0480195874
3266,Could someone move furniture with their mind?,0,practice,0,1,html-keyboard-response,2,25152,0.0-1.0-0.1,anon_subject_80,659f04805339f753c1b65235,65a047592a197f9cd83e42bd,0.2088060979110371,True,0,session-65a0480195874
8732,Could someone find an alligator under their bed?,1,practice,1,1,html-keyboard-response,3,33871,0.0-1.0-0.2,anon_subject_80,659f04805339f753c1b65235,65a047592a197f9cd83e42bd,0.2088060979110371,True,0,session-65a0480195874
7103,Could someone pour a glass of honey?,1,practice,1,1,html-keyboard-response,4,40975,0.0-1.0-0.3,anon_subject_80,659f04805339f753c1b65235,65a047592a197f9cd83e42bd,0.2088060979110371,True,0,session-65a0480195874
3098,Could someone put the moon in a soda can?,0,practice,0,1,html-keyboard-response,5,44073,0.0-1.0-0.4,anon_subject_80,659f04805339f753c1b65235,65a047592a197f9cd83e42bd,0.2088060979110371,True,0,session-65a0480195874
2846,Could someone lock a door with a day?,0,practice,0,1,html-keyboard-response,6,46920,0.0-1.0-0.5,anon_subject_80,659f04805339f753c1b65235,65a047592a197f9cd83e42bd,0.2088060979110371,True,0,session-65a0480195874
2045,Could someone eat vegetables for dinner?,1,practice,1,1,html-keyboard-response,7,48966,0.0-1.0-0.6,anon_subject_80,659f04805339f753c1b65235,65a047592a197f9cd83e42bd,0.2088060979110371,True,0,session-65a0480195874
3711,Could someone smash a pumpkin with sadness?,0,practice,0,1,html-keyboard-response,8,52678,0.0-1.0-0.7,anon_subject_80,659f04805339f753c1b65235,65a047592a197f9cd83e42bd,0.2088060979110371,True,0,session-65a0480195874
2058,Could someone drink a glass of water?,1,practice,1,1,html-keyboard-response,1,26448,0.0-1.0-0.0,anon_subject_232,659f04805339f753c1b65235,65a03f2e10105f4dafafac4e,0.060988430879561406,True,0,session-65a040d028e4f
2800,Could someone move furniture with their mind?,0,practice,0,1,html-keyboard-response,2,29249,0.0-1.0-0.1,anon_subject_232,659f04805339f753c1b65235,65a03f2e10105f4dafafac4e,0.060988430879561406,True,0,session-65a040d028e4f
2974,Could someone find an alligator under their bed?,1,practice,1,1,html-keyboard-response,3,32224,0.0-1.0-0.2,anon_subject_232,659f04805339f753c1b65235,65a03f2e10105f4dafafac4e,0.060988430879561406,True,0,session-65a040d028e4f
1914,Could someone pour a glass of honey?,1,practice,1,1,html-keyboard-response,4,34139,0.0-1.0-0.3,anon_subject_232,659f04805339f753c1b65235,65a03f2e10105f4dafafac4e,0.060988430879561406,True,0,session-65a040d028e4f
1840,Could someone put the moon in a soda can?,0,practice,0,1,html-keyboard-response,5,35980,0.0-1.0-0.4,anon_subject_232,659f04805339f753c1b65235,65a03f2e10105f4dafafac4e,0.060988430879561406,True,0,session-65a040d028e4f
4764,Could someone lock a door with a day?,0,practice,0,1,html-keyboard-response,6,40745,0.0-1.0-0.5,anon_subject_232,659f04805339f753c1b65235,65a03f2e10105f4dafafac4e,0.060988430879561406,True,0,session-65a040d028e4f
1548,Could someone eat vegetables for dinner?,1,practice,1,1,html-keyboard-response,7,42294,0.0-1.0-0.6,anon_subject_232,659f04805339f753c1b65235,65a03f2e10105f4dafafac4e,0.060988430879561406,True,0,session-65a040d028e4f
1922,Could someone smash a pumpkin with sadness?,0,practice,0,1,html-keyboard-response,8,44217,0.0-1.0-0.7,anon_subject_232,659f04805339f753c1b65235,65a03f2e10105f4dafafac4e,0.060988430879561406,True,0,session-65a040d028e4f
3056,Could someone drink a glass of water?,1,practice,1,1,html-keyboard-response,1,15369,0.0-1.0-0.0,anon_subject_130,659f04805339f753c1b65235,65a05a8d3e71fc9f72cd986b,0.03878543209658214,True,0,session-65a05b3f16bec
2346,Could someone move furniture with their mind?,0,practice,0,1,html-keyboard-response,2,17716,0.0-1.0-0.1,anon_subject_130,659f04805339f753c1b65235,65a05a8d3e71fc9f72cd986b,0.03878543209658214,True,0,session-65a05b3f16bec
2985,Could someone find an alligator under their bed?,0,practice,1,1,html-keyboard-response,3,20703,0.0-1.0-0.2,anon_subject_130,659f04805339f753c1b65235,65a05a8d3e71fc9f72cd986b,0.03878543209658214,False,0,session-65a05b3f16bec
3191,Could someone pour a glass of honey?,1,practice,1,1,html-keyboard-response,4,23894,0.0-1.0-0.3,anon_subject_130,659f04805339f753c1b65235,65a05a8d3e71fc9f72cd986b,0.03878543209658214,True,0,session-65a05b3f16bec
1594,Could someone put the moon in a soda can?,0,practice,0,1,html-keyboard-response,5,25489,0.0-1.0-0.4,anon_subject_130,659f04805339f753c1b65235,65a05a8d3e71fc9f72cd986b,0.03878543209658214,True,0,session-65a05b3f16bec
2813,Could someone lock a door with a day?,0,practice,0,1,html-keyboard-response,6,28303,0.0-1.0-0.5,anon_subject_130,659f04805339f753c1b65235,65a05a8d3e71fc9f72cd986b,0.03878543209658214,True,0,session-65a05b3f16bec
1661,Could someone eat vegetables for dinner?,1,practice,1,1,html-keyboard-response,7,29965,0.0-1.0-0.6,anon_subject_130,659f04805339f753c1b65235,65a05a8d3e71fc9f72cd986b,0.03878543209658214,True,0,session-65a05b3f16bec
2635,Could someone smash a pumpkin with sadness?,0,practice,0,1,html-keyboard-response,8,32602,0.0-1.0-0.7,anon_subject_130,659f04805339f753c1b65235,65a05a8d3e71fc9f72cd986b,0.03878543209658214,True,0,session-65a05b3f16bec
2236,Could someone drink a glass of water?,1,practice,1,1,html-keyboard-response,9,38171,0.0-1.1-0.8,anon_subject_130,659f04805339f753c1b65235,65a05a8d3e71fc9f72cd986b,0.03878543209658214,True,1,session-65a05b3f16bec
6621,Could someone move furniture with their mind?,0,practice,0,1,html-keyboard-response,10,44793,0.0-1.1-0.9,anon_subject_130,659f04805339f753c1b65235,65a05a8d3e71fc9f72cd986b,0.03878543209658214,True,1,session-65a05b3f16bec
2876,Could someone find an alligator under their bed?,1,practice,1,1,html-keyboard-response,11,47669,0.0-1.1-0.10,anon_subject_130,659f04805339f753c1b65235,65a05a8d3e71fc9f72cd986b,0.03878543209658214,True,1,session-65a05b3f16bec
2039,Could someone pour a glass of honey?,1,practice,1,1,html-keyboard-response,12,49709,0.0-1.1-0.11,anon_subject_130,659f04805339f753c1b65235,65a05a8d3e71fc9f72cd986b,0.03878543209658214,True,1,session-65a05b3f16bec
2057,Could someone put the moon in a soda can?,0,practice,0,1,html-keyboard-response,13,51767,0.0-1.1-0.12,anon_subject_130,659f04805339f753c1b65235,65a05a8d3e71fc9f72cd986b,0.03878543209658214,True,1,session-65a05b3f16bec
1891,Could someone lock a door with a day?,0,practice,0,1,html-keyboard-response,14,53659,0.0-1.1-0.13,anon_subject_130,659f04805339f753c1b65235,65a05a8d3e71fc9f72cd986b,0.03878543209658214,True,1,session-65a05b3f16bec
1733,Could someone eat vegetables for dinner?,1,practice,1,1,html-keyboard-response,15,55393,0.0-1.1-0.14,anon_subject_130,659f04805339f753c1b65235,65a05a8d3e71fc9f72cd986b,0.03878543209658214,True,1,session-65a05b3f16bec
1158,Could someone smash a pumpkin with sadness?,0,practice,0,1,html-keyboard-response,16,56552,0.0-1.1-0.15,anon_subject_130,659f04805339f753c1b65235,65a05a8d3e71fc9f72cd986b,0.03878543209658214,True,1,session-65a05b3f16bec
2455,Could someone drink a glass of water?,1,practice,1,1,html-keyboard-response,1,50359,0.0-1.0-0.0,anon_subject_206,659f04805339f753c1b65235,65a05a7915917193ea8a6a97,0.4894952541752151,True,0,session-65a05b99b101a
3362,Could someone move furniture with their mind?,1,practice,0,1,html-keyboard-response,2,53723,0.0-1.0-0.1,anon_subject_206,659f04805339f753c1b65235,65a05a7915917193ea8a6a97,0.4894952541752151,False,0,session-65a05b99b101a
5332,Could someone find an alligator under their bed?,1,practice,1,1,html-keyboard-response,3,59056,0.0-1.0-0.2,anon_subject_206,659f04805339f753c1b65235,65a05a7915917193ea8a6a97,0.4894952541752151,True,0,session-65a05b99b101a
3603,Could someone pour a glass of honey?,1,practice,1,1,html-keyboard-response,4,62662,0.0-1.0-0.3,anon_subject_206,659f04805339f753c1b65235,65a05a7915917193ea8a6a97,0.4894952541752151,True,0,session-65a05b99b101a
3586,Could someone put the moon in a soda can?,0,practice,0,1,html-keyboard-response,5,66249,0.0-1.0-0.4,anon_subject_206,659f04805339f753c1b65235,65a05a7915917193ea8a6a97,0.4894952541752151,True,0,session-65a05b99b101a
3133,Could someone lock a door with a day?,0,practice,0,1,html-keyboard-response,6,69383,0.0-1.0-0.5,anon_subject_206,659f04805339f753c1b65235,65a05a7915917193ea8a6a97,0.4894952541752151,True,0,session-65a05b99b101a
2535,Could someone eat vegetables for dinner?,1,practice,1,1,html-keyboard-response,7,71919,0.0-1.0-0.6,anon_subject_206,659f04805339f753c1b65235,65a05a7915917193ea8a6a97,0.4894952541752151,True,0,session-65a05b99b101a
3457,Could someone smash a pumpkin with sadness?,0,practice,0,1,html-keyboard-response,8,75377,0.0-1.0-0.7,anon_subject_206,659f04805339f753c1b65235,65a05a7915917193ea8a6a97,0.4894952541752151,True,0,session-65a05b99b101a
11069,Could someone drink a glass of water?,1,practice,1,1,html-keyboard-response,9,94421,0.0-1.1-0.8,anon_subject_206,659f04805339f753c1b65235,65a05a7915917193ea8a6a97,0.4894952541752151,True,1,session-65a05b99b101a
6958,Could someone move furniture with their mind?,0,practice,0,1,html-keyboard-response,10,101380,0.0-1.1-0.9,anon_subject_206,659f04805339f753c1b65235,65a05a7915917193ea8a6a97,0.4894952541752151,True,1,session-65a05b99b101a
3325,Could someone find an alligator under their bed?,1,practice,1,1,html-keyboard-response,11,104705,0.0-1.1-0.10,anon_subject_206,659f04805339f753c1b65235,65a05a7915917193ea8a6a97,0.4894952541752151,True,1,session-65a05b99b101a
6358,Could someone pour a glass of honey?,1,practice,1,1,html-keyboard-response,12,111063,0.0-1.1-0.11,anon_subject_206,659f04805339f753c1b65235,65a05a7915917193ea8a6a97,0.4894952541752151,True,1,session-65a05b99b101a
2991,Could someone put the moon in a soda can?,0,practice,0,1,html-keyboard-response,13,114054,0.0-1.1-0.12,anon_subject_206,659f04805339f753c1b65235,65a05a7915917193ea8a6a97,0.4894952541752151,True,1,session-65a05b99b101a
1457,Could someone lock a door with a day?,0,practice,0,1,html-keyboard-response,14,115513,0.0-1.1-0.13,anon_subject_206,659f04805339f753c1b65235,65a05a7915917193ea8a6a97,0.4894952541752151,True,1,session-65a05b99b101a
2534,Could someone eat vegetables for dinner?,1,practice,1,1,html-keyboard-response,15,118049,0.0-1.1-0.14,anon_subject_206,659f04805339f753c1b65235,65a05a7915917193ea8a6a97,0.4894952541752151,True,1,session-65a05b99b101a
2459,Could someone smash a pumpkin with sadness?,0,practice,0,1,html-keyboard-response,16,120508,0.0-1.1-0.15,anon_subject_206,659f04805339f753c1b65235,65a05a7915917193ea8a6a97,0.4894952541752151,True,1,session-65a05b99b101a
4908,Could someone drink a glass of water?,1,practice,1,1,html-keyboard-response,1,307480,0.0-1.0-0.0,anon_subject_72,659f04805339f753c1b65235,65a05bcdf51e8f6fd7a748ab,0.1638616917487805,True,0,session-65a06045248d1
3109,Could someone move furniture with their mind?,0,practice,0,1,html-keyboard-response,2,310591,0.0-1.0-0.1,anon_subject_72,659f04805339f753c1b65235,65a05bcdf51e8f6fd7a748ab,0.1638616917487805,True,0,session-65a06045248d1
1871,Could someone find an alligator under their bed?,0,practice,1,1,html-keyboard-response,3,312462,0.0-1.0-0.2,anon_subject_72,659f04805339f753c1b65235,65a05bcdf51e8f6fd7a748ab,0.1638616917487805,False,0,session-65a06045248d1
4844,Could someone pour a glass of honey?,1,practice,1,1,html-keyboard-response,4,317307,0.0-1.0-0.3,anon_subject_72,659f04805339f753c1b65235,65a05bcdf51e8f6fd7a748ab,0.1638616917487805,True,0,session-65a06045248d1
2481,Could someone put the moon in a soda can?,0,practice,0,1,html-keyboard-response,5,319789,0.0-1.0-0.4,anon_subject_72,659f04805339f753c1b65235,65a05bcdf51e8f6fd7a748ab,0.1638616917487805,True,0,session-65a06045248d1
3079,Could someone lock a door with a day?,0,practice,0,1,html-keyboard-response,6,322868,0.0-1.0-0.5,anon_subject_72,659f04805339f753c1b65235,65a05bcdf51e8f6fd7a748ab,0.1638616917487805,True,0,session-65a06045248d1
1720,Could someone eat vegetables for dinner?,1,practice,1,1,html-keyboard-response,7,324590,0.0-1.0-0.6,anon_subject_72,659f04805339f753c1b65235,65a05bcdf51e8f6fd7a748ab,0.1638616917487805,True,0,session-65a06045248d1
4839,Could someone smash a pumpkin with sadness?,0,practice,0,1,html-keyboard-response,8,329430,0.0-1.0-0.7,anon_subject_72,659f04805339f753c1b65235,65a05bcdf51e8f6fd7a748ab,0.1638616917487805,True,0,session-65a06045248d1
2950,Could someone drink a glass of water?,1,practice,1,1,html-keyboard-response,9,334022,0.0-1.1-0.8,anon_subject_72,659f04805339f753c1b65235,65a05bcdf51e8f6fd7a748ab,0.1638616917487805,True,1,session-65a06045248d1
5899,Could someone move furniture with their mind?,0,practice,0,1,html-keyboard-response,10,339922,0.0-1.1-0.9,anon_subject_72,659f04805339f753c1b65235,65a05bcdf51e8f6fd7a748ab,0.1638616917487805,True,1,session-65a06045248d1
1817,Could someone find an alligator under their bed?,0,practice,1,1,html-keyboard-response,11,341740,0.0-1.1-0.10,anon_subject_72,659f04805339f753c1b65235,65a05bcdf51e8f6fd7a748ab,0.1638616917487805,False,1,session-65a06045248d1
1440,Could someone pour a glass of honey?,1,practice,1,1,html-keyboard-response,12,343181,0.0-1.1-0.11,anon_subject_72,659f04805339f753c1b65235,65a05bcdf51e8f6fd7a748ab,0.1638616917487805,True,1,session-65a06045248d1
1635,Could someone put the moon in a soda can?,0,practice,0,1,html-keyboard-response,13,344817,0.0-1.1-0.12,anon_subject_72,659f04805339f753c1b65235,65a05bcdf51e8f6fd7a748ab,0.1638616917487805,True,1,session-65a06045248d1
